Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Mollah, M.A.H.","57212555061","Growth and development of civil service and bureaucracy in Bangladesh: An overview",2011,"South Asian Survey",18,"1",,137,156,,6,10.1177/0971523112469530,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84875285354&partnerID=40&md5=13c9ab33a183f237209d12ec4a61b76d",Article,Final,"",Scopus,2-s2.0-84875285354
"Demossier, M.","54386791100","Anthropologists and the challenges of modernity: Global concerns, local responses in EU agriculture",2011,"Anthropological Journal of European Cultures",20,"1",,111,131,,2,10.3167/ajec.2011.200107,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84859168331&partnerID=40&md5=1646da3fffb08d5dbe0cac451a530922",Article,Final,"",Scopus,2-s2.0-84859168331
"Shi, S.-J.","49561827900","The contesting quest for old-age security: Institutional politics in China's pension reforms",2011,"Journal of Asian Public Policy",4,"1",,42,60,,6,10.1080/17516234.2011.574960,"https://www.scopus.com/inward/record.url?eid=2-s2.0-80052282179&partnerID=40&md5=513ab6cc94bf6c3c84e876af60118033",Article,Final,"",Scopus,2-s2.0-80052282179
"Weeks, D.","7202751549","Okita versus Kubo: Duelling architects of Japan's security and defence policies",2011,"Pacific Review",24,"1",,21,41,,,10.1080/09512748.2010.546870,"https://www.scopus.com/inward/record.url?eid=2-s2.0-79952582077&partnerID=40&md5=3d86d0a5d6d6cd62eb3948ccee11cc49",Article,Final,"",Scopus,2-s2.0-79952582077
"Winzen, T.","36996026400","Technical or Political? An Exploration of the Work of Officials in the Committees of the European Parliament",2011,"Journal of Legislative Studies",17,"1",,27,44,,32,10.1080/13572334.2011.545177,"https://www.scopus.com/inward/record.url?eid=2-s2.0-79952021244&partnerID=40&md5=b5ec6efba4fed36f5b30059ce7e71751",Article,Final,"",Scopus,2-s2.0-79952021244
"Dahlström, C.","6602215883","Who takes the hit? Ministerial advisers and the distribution of welfare state cuts",2011,"Journal of European Public Policy",18,"2",,294,310,,18,10.1080/13501763.2011.544513,"https://www.scopus.com/inward/record.url?eid=2-s2.0-79951796037&partnerID=40&md5=0947a350b123bdf60212a8c578492f98",Article,Final,"",Scopus,2-s2.0-79951796037
"Kpessa, M.W.","57201464557","The politics of public policy in Ghana: From closed circuit bureaucrats to citizenry engagement",2011,"Journal of Developing Societies",27,"1",,29,56,,15,10.1177/0169796X1002700103,"https://www.scopus.com/inward/record.url?eid=2-s2.0-79951691993&partnerID=40&md5=db670333024c5013cd3b1467961124da",Article,Final,"",Scopus,2-s2.0-79951691993
"Larmer, M.","23004786800","Chronicle of a coup foretold: Valentine musakanya and the 1980 coup attempt in zambia",2011,"The Journal of African History",51,"3",,391,409,,2,10.1017/S0021853710000526,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84864728615&partnerID=40&md5=d2b486c1b5de9811b4755395f51b2171",Article,Final,"",Scopus,2-s2.0-84864728615
"Sekine, M., Lahelma, E., Marmot, M.","7201559934; 7006143909; 35418876900","The role of the social democratic welfare state regime in reducing socioeconomic inequalities in health: Results from comparative studies on British, Finnish, and Japanese civil servants",2011,"Democracy in Theory and Action",,"",,161,182,,1,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84892140015&partnerID=40&md5=fde5fb70c4553ab076faa9f26cbeaa89",Book Chapter,Final,"",Scopus,2-s2.0-84892140015
"Yu, H.","23110630500","Global governance against global warming and China's response: An empirical study on climate change policy coordination in China from 1992 to 2002",2011,"Asian Economic and Political Developments",,"",,201,222,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84892091441&partnerID=40&md5=ff6288cd6b05e5a46d8d330a8185aa1b",Book Chapter,Final,"",Scopus,2-s2.0-84892091441
"Miraglia, R.A.","6601991213","Tukusngaluĝa, or the chiefs' gathering place: A bureaucratic case history of an Alaska native heritage site in the Aleutian Islands",2011,"Arctic Anthropology",48,"2",,83,91,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84861667106&partnerID=40&md5=b8df5ad422193007beb726bfd5578094",Article,Final,"",Scopus,2-s2.0-84861667106
"Bjørnskov, C.","8580760900","Combating corruption: On the interplay between institutional quality and social trust",2011,"Journal of Law and Economics",54,"1",,135,159,,63,10.1086/652421,"https://www.scopus.com/inward/record.url?eid=2-s2.0-80051556758&partnerID=40&md5=fb2d1ad596ae0d1e16f0239f0f01446c",Article,Final,"",Scopus,2-s2.0-80051556758
"Baron, B., Pursley, S.","7103355097; 36984102800","Editorial foreword",2011,"International Journal of Middle East Studies",43,"1",,1,3,,,10.1017/S0020743810001169,"https://www.scopus.com/inward/record.url?eid=2-s2.0-79960423132&partnerID=40&md5=6372bb4cb669eeaea86585c6c5a85bf0",Editorial,Final,"All Open Access, Bronze",Scopus,2-s2.0-79960423132
"Schweinheim, G.F.F.","39962444100","A new development in Latin America? Implications in the public policies, state and administration | ¿Un nuevo desarrollo en América Latina? Implicancias en las políticas publicas, el estado y la administración",2011,"Reforma y Democracia",49,"",,57,98,,3,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-79958792841&partnerID=40&md5=91e415c99bee0a0d0e5de65751b21a8d",Article,Final,"",Scopus,2-s2.0-79958792841
"Ersanli, B., Özdoǧan, G.G.","6505894585; 37017327100","Obstacles and opportunities: Recent Kurdish struggles for political representation and participation in Turkey",2011,"Southeastern Europe",35,"1",,62,94,,9,10.1163/187633311X545689,"https://www.scopus.com/inward/record.url?eid=2-s2.0-79952517443&partnerID=40&md5=0ef0bf4fbbfefd167b176f8a8765be21",Review,Final,"",Scopus,2-s2.0-79952517443
"Saint-Martin, D., Allison, C.R.","6603183743; 36766852000","Rationalism and public policy: Mode of analysis or symbolic politics?",2011,"Policy and Society",30,"1",,19,27,,4,10.1016/j.polsoc.2010.12.003,"https://www.scopus.com/inward/record.url?eid=2-s2.0-79951510653&partnerID=40&md5=5cdeffce783341128b1623e7d0ffa754",Article,Final,"All Open Access, Green",Scopus,2-s2.0-79951510653
"Anno, T.","36809025000","Japanese domestic politics and security cooperation with Australia: The limits of 'normalisation'",2011,"Australian Journal of International Affairs",65,"1",,24,39,,7,10.1080/10357718.2011.535502,"https://www.scopus.com/inward/record.url?eid=2-s2.0-78751537779&partnerID=40&md5=1c9ffed06b98dca800c04122d2931af4",Article,Final,"",Scopus,2-s2.0-78751537779
"Graetz, M.J., Shapiro, I.","6603496504; 7202507102","Death by a thousand cuts: The fight over taxing inherited wealth",2011,"Death by a Thousand Cuts: The Fight over Taxing Inherited Wealth",,"",,1,378,,155,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84924252818&partnerID=40&md5=92dce966f030926f9f00e08626db9499",Book,Final,"",Scopus,2-s2.0-84924252818
"Durant, R.F.","7005986692","A Heritage Made Our Own",2011,"The Oxford Handbook of American Bureaucracy",,"",,,,,,10.1093/oxfordhb/9780199238958.003.0001,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85066653882&partnerID=40&md5=d3f4b3bcb27bca327f9f8b39db8867bd",Editorial,Final,"",Scopus,2-s2.0-85066653882
"Durant, R.F., Resh, W.G.","7005986692; 36667302300","""""Presidentializing"""" the Bureaucracy",2011,"The Oxford Handbook of American Bureaucracy",,"",,,,,3,10.1093/oxfordhb/9780199238958.003.0023,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85066588235&partnerID=40&md5=a53c78d1c945191341c8e6554496e319",Book Chapter,Final,"",Scopus,2-s2.0-85066588235
"Durant, R.F.","7005986692","Herbert Hoover's Revenge: Politics, Policy, and Administrative Reform Movements",2011,"The Oxford Handbook of American Bureaucracy",,"",,,,,,10.1093/oxfordhb/9780199238958.003.0007,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85066587910&partnerID=40&md5=666e006d410db5f280a5ef832c515be7",Book Chapter,Final,"",Scopus,2-s2.0-85066587910
"Durant, R.F.","7005986692","The Oxford Handbook of American Bureaucracy",2011,"The Oxford Handbook of American Bureaucracy",,"",,1,888,,2,10.1093/oxfordhb/9780199238958.001.0001,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84904154562&partnerID=40&md5=7ae65acff946fe5d6bc107685ad87dc6",Book,Final,"",Scopus,2-s2.0-84904154562
"Ericson, D.F.","55936589300","Introduction",2011,"The Politics of Inclusion and Exclusion: Identity Politics in Twenty-First Century America",,"",,1,8,,,10.4324/9780203857939-7,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85121890354&partnerID=40&md5=a5f7e02194a1d9d6a7c3a5e5162a30cc",Book Chapter,Final,"",Scopus,2-s2.0-85121890354
"Shinoda, T.","7201716772","Prime ministerial leadership",2011,"The Routledge Handbook of Japanese Politics",,"",,48,59,,4,10.4324/9780203829875-13,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85085809299&partnerID=40&md5=37db5871edd81696e0b400b1a540da6e",Book Chapter,Final,"",Scopus,2-s2.0-85085809299
"Hardiman, N., MacCarthaigh, M.","6506163635; 24376832100","The un-politics of New Public Management in Ireland",2011,"Administrative Reforms and Democratic Governance",,"",,55,67,,20,10.4324/9780203820339-11,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85073847617&partnerID=40&md5=3aead48075a1015edfbbf82cec423541",Book Chapter,Final,"",Scopus,2-s2.0-85073847617
"Mauelshagen, F.","57208968131","Climate catastrophism: The history of the future of climate change",2011,"Historical Disasters in Context: Science, Religion, and Politics",,"",,261,282,,,10.4324/9780203131626-19,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85071810251&partnerID=40&md5=c0bdea150c54972636b997d3c379dfa8",Book Chapter,Final,"",Scopus,2-s2.0-85071810251
"Marshall, J.D.","57160626500","Democratizing the law in Japan",2011,"The Routledge Handbook of Japanese Politics",,"",,92,102,,1,10.4324/9780203829875-17,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85050433972&partnerID=40&md5=733f1f9d02364dd4d2b7eed4ee121254",Book Chapter,Final,"",Scopus,2-s2.0-85050433972
"Carlson, M.","16678754400","Money in Japanese politics: Regulation and reform",2011,"The Routledge Handbook of Japanese Politics",,"",,70,80,,1,10.4324/9780203829875-15,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85050427717&partnerID=40&md5=af7b051950ed3c7cff82b36342cec728",Book Chapter,Final,"",Scopus,2-s2.0-85050427717
"Gaunder, A.","24449311000","The institutional landscape of Japanese politics",2011,"The Routledge Handbook of Japanese Politics",,"",,3,13,,2,10.4324/9780203829875-9,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85050425695&partnerID=40&md5=9748e09608a829bd8a7d76e736bdb0a8",Book Chapter,Final,"",Scopus,2-s2.0-85050425695
"Lam, P.E.","24733996200","Japan’s environmental politics and change: Local, national and global",2011,"The Routledge Handbook of Japanese Politics",,"",,236,246,,2,10.4324/9780203829875-31,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85042509892&partnerID=40&md5=0b898c56bbccd67412e692fb61779a3c",Book Chapter,Final,"",Scopus,2-s2.0-85042509892
"Seib, P.","15137264800","The Al Jazeera effect: How the new global media are reshaping world politics",2011,"The Al Jazeera Effect: How the New Global Media are Reshaping World Politics",,"",,1,228,,1,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85027771659&partnerID=40&md5=7f4220eb89775f378d8ae1054e2a81a2",Book,Final,"",Scopus,2-s2.0-85027771659
"Sridharan, N.","24177671800","Spatial Inequality and the Politics of Urban Expansion",2011,"Environment and Urbanization Asia",2,"2",,187,204,,12,10.1177/097542531100200204,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85011003150&partnerID=40&md5=ac18733e83a58264e8e702a73f0ec452",Article,Final,"",Scopus,2-s2.0-85011003150
"Lin, K.C., Purra, M., Lin, H.","12645793000; 26028964000; 57189584073","Regulating power without a five year plan: Institutional changes in the chinese power sector",2011,"Infrastructure Regulation: What Works, Why and How Do We Know?: Lessons from Asia and Beyond",,"",,189,229,,1,10.1142/9789814335744_0007,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84973158758&partnerID=40&md5=8dbabb32c94eae5eedb7a4f79f6d6e93",Book Chapter,Final,"",Scopus,2-s2.0-84973158758
"Teodoro, M.P.","8415074600","Bureaucratic ambition: Careers, motives, and the innovative administrator",2011,"Bureaucratic Ambition: Careers, Motives, and The Innovative Administrator",,"",,1,222,,73,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84957779476&partnerID=40&md5=f44e3dcfef05005ce24faf4a35c313b4",Book,Final,"",Scopus,2-s2.0-84957779476
"Flinders, M.","6602814584","Markets, morality and democratic governance: Insights from the United Kingdom",2011,"Administrative Reforms and Democratic Governance",,"",,132,148,,1,10.4324/9780203820339-18,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84957058620&partnerID=40&md5=6a6299d86944b06fad435228668d3046",Book Chapter,Final,"",Scopus,2-s2.0-84957058620
"Rajagopal, B.","8131015500","Rights and justice: A prospective view",2011,"South Asia 2060: Envisioning Regional Futures",,"",,261,269,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84939787346&partnerID=40&md5=d87b559ff88e0bcbfadf4bb75a8af93a",Book Chapter,Final,"",Scopus,2-s2.0-84939787346
"Manzanero, D., Romero, J.M.V.","46461567300; 26038689200","The function of moral norms in the legal system: The krausists’s restoration of the fundamental concepts of law",2011,"Human Affairs",21,"1",,70,85,,,10.2478/s13374-011-0009-5,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84930203835&partnerID=40&md5=676f6238f3a33599dd60d495f10f1cad",Article,Final,"",Scopus,2-s2.0-84930203835
"Förster, S.","56548299400","Civil-military relations",2011,"The Cambridge History of the First World War: Volume II the State",,"",,91,125,,4,10.1017/CHO9780511675676.006,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84928605477&partnerID=40&md5=f4883d2cf31fe175509dc7344e162726",Book Chapter,Final,"",Scopus,2-s2.0-84928605477
"Morgan, G.","7402038869","Reflections on the macro-politics of micro-politics",2011,"Politics and Power in the Multinational Corporation: The Role of Institutions, Interests and Identities",,"",,415,436,,24,10.1017/CBO9780511973352.014,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84926132365&partnerID=40&md5=d3a31b05588c1322ddb44f0379cfee92",Book Chapter,Final,"",Scopus,2-s2.0-84926132365
"Mahdavi, P.","56496908100","Oil, monarchy, revolution, and theocracy: A study on the National Iranian Oil Company (NIOC)",2011,"Oil and Governance: State-Owned Enterprises and the World Energy Supply",,"",,234,279,,7,10.1017/CBO9780511784057.009,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84924334553&partnerID=40&md5=54b61117297b212fc60a850ddf48accf",Book Chapter,Final,"",Scopus,2-s2.0-84924334553
"Rajaram, P.K., Arendas, Z.","7004247299; 18036827500","Exceeding categories: Law, bureaucracy and acts of citizenship by asylum seekers in hungary",2011,"Enacting European Citizenship",,"",,195,219,,4,10.1017/CBO9781139524025.011,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84924205077&partnerID=40&md5=f712199a9df5c2e7b1ed2106835a1b28",Book Chapter,Final,"",Scopus,2-s2.0-84924205077
"Tushnet, M.","7003307188","Judicial selection, removal and discipline in the United States",2011,"Judiciaries in Comparative Perspective",,"",,134,150,,,10.1017/CBO9780511996399.009,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84923809693&partnerID=40&md5=7447416741732a684dde1c0e007b9127",Book Chapter,Final,"",Scopus,2-s2.0-84923809693
"Pincher, C.","55826962900","Their trade is treachery: A retrospective",2011,"Intelligence Studies in Britain and the us: Historiography Since 1945",,"",,281,288,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84923523801&partnerID=40&md5=dd0700bb35e7ea9d1153a7a9748930b3",Book Chapter,Final,"",Scopus,2-s2.0-84923523801
"Andrews, F., Pincelli, M.A.","56527943900; 56528329000","Churchmen and urban government in late Medieval Italy, c.1200–c.1450: Cases and Contexts",2011,"Churchmen and Urban Government in Late Medieval Italy, c.1200-c.1450",,"",,1,411,,2,10.1017/CBO9781107360082,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84923392517&partnerID=40&md5=ec43a1e66efb2c865d70c8758403932c",Book,Final,"",Scopus,2-s2.0-84923392517
"Agarwala, R.","16027647600","Informal labor, formal politics, and dignified discontent in India",2011,"Informal Labor, Formal Politics, and Dignified Discontent in India",,"",,1,250,,138,10.1017/CBO9781139198738,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84922923291&partnerID=40&md5=ebe26df18ce1b69a2a721c55e5063e96",Book,Final,"",Scopus,2-s2.0-84922923291
"Şahin, K.","36242437600","Empire and power in the reign of süleyman: Narrating the sixteenth-century Ottoman world",2011,"Empire and Power in the Reign of Suleyman: Narrating the Sixteenth-Century Ottoman World",,"",,1,288,,39,10.1017/CBO9781139540643,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84922898809&partnerID=40&md5=6864abc0e3ba4d587747ddfac474e0df",Book,Final,"",Scopus,2-s2.0-84922898809
"Adolph, C.","24537004500","Bankers, bureaucrats, and central bank politics: The myth of neutrality",2011,"Bankers, Bureaucrats, and Central Bank Politics: The Myth of Neutrality",,"",,1,364,,122,10.1017/CBO9781139506762,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84922844472&partnerID=40&md5=a84edb871c236c1bb968320b186c4382",Book,Final,"",Scopus,2-s2.0-84922844472
